# Nominal_5 (Up to date)
# 1067 data points written for 54 variables.
# Simulation warnings:
#   Implantação recuperação do dispositivo a alta velocidade (28,5 m/s)
#
# Tempo (s);Altitude (ft);Velocidade vertical (ft/s);Aceleração vertical (G);Velocidade total (ft/s);Aceleração total (G);Posição a favor do vento (ft);Posição paralela ao vento (ft);Distância lateral (ft);Direção lateral (°);Velocidade lateral (ft/s);Aceleração lateral (G);Latitude (°);Longitude (°);Aceleração gravitacional (G);Ângulo de ataque (°);Taxa de rotação (°/s);Taxa de arremesso (°/s);Taxa de guinada (°/s);Massa. (oz);Massa do propelente (oz);Momento de inércia longitudinal (lb·ft²);Momento de inércia de rotação (lb·ft²);Localização do CP (in);Localização do CG (in);Calibres da margem de estabilidade (?);Número de Mach (?);Número de Reynolds (?);Impulso (N);Força de arrasto (N);Coeficiente de arrasto (?);Coeficiente de arrasto axial (?);Coeficiente de arrasto de atrito (?);Coeficiente de arrasto de pressão (?);Coeficiente de arrasto de base (?);Coeficiente de força normal (?);Coeficiente de momento de Pitch (?);Guinada coeficiente de momento (?);Coeficiente de força lateral (?);Coeficiente do momento de rotação (?);Coeficiente forçado de rotação (?);Coeficiente de amortecimento de rotação (?);Coeficiente de arremesso de amortecimento (?);Aceleração de Coriolis (G);Comprimento de referência (in);Área de referência (in²);Orientação vertical (zênite) (°);Orientação lateral (azimute) (°);Velocidade do vento (ft/s);Temperatura do ar (°F);Pressão do ar (psi);Velocidade do som (ft/s);Passo de tempo de simulação (s);Tempo de computação (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0.1;0;0;-0.33071;0;0.33197;0;0;0;0;0;0.028933;32.941;-106.92;0.9985;0;0;0;0;1174.1;214.93;350.97;6.2843;NaN;62.568;NaN;0;0;216.33;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;85;0;NaN;45.077;12.742;1101.4;0.01;0.0080495
0.11;0;0;-0.26773;0;0.26875;0;0;0;0;0;0.023423;32.941;-106.92;0.9985;0;0;0;0;1174;214.75;350.94;6.284;NaN;62.566;NaN;0;0;236.93;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;85;0;NaN;45.077;12.742;1101.4;0.01;0.0082943
0.12;0;0;-0.20472;0;0.2055;0;0;0;0;0;0.017911;32.941;-106.92;0.9985;0;0;0;0;1173.8;214.58;350.91;6.2837;NaN;62.564;NaN;0;0;257.54;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;85;0;NaN;45.077;12.742;1101.4;0.01;0.0085529
0.13;0;0;-0.1417;0;0.14224;0;0;0;0;0;0.012397;32.941;-106.92;0.9985;0;0;0;0;1173.6;214.4;350.88;6.2834;NaN;62.562;NaN;0;0;278.14;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;85;0;NaN;45.077;12.742;1101.4;0.01;0.0087925
0.14;0;0;-0.078653;0;0.078954;0;0;0;0;0;0.0068813;32.941;-106.92;0.9985;0;0;0;0;1173.4;214.22;350.85;6.2831;NaN;62.56;NaN;0;0;298.74;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;85;0;NaN;45.077;12.742;1101.4;0.01;0.0090363
0.15;0;0;-0.015591;0;0.01565;0;0;0;0;0;0.001364;32.941;-106.92;0.9985;0;0;0;0;1173.3;214.04;350.82;6.2828;NaN;62.558;NaN;0;0;319.35;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;85;0;NaN;45.077;12.742;1101.4;0.01;0.0092776
0.16;0;0;0.04749;0;0.047672;0;0;0;0;0;0.0041549;32.941;-106.92;0.9985;0;0;0;0;1173.1;213.87;350.79;6.2825;NaN;62.556;NaN;0;0;339.95;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;85;0;NaN;45.077;12.742;1101.4;0.01;0.0099649
0.17;7.6566e-5;0.015322;0.11059;0.01538;0.11101;6.6987e-6;0;6.6987e-6;0;0.0013405;0.0096754;32.941;-106.92;0.9985;0;0;0;0;1172.9;213.69;350.76;6.2822;NaN;62.554;NaN;1.3964e-5;741.76;360.55;2.5505e-7;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.8602e-8;5.7087;25.595;85;0;NaN;45.077;12.742;1101.4;0.01;0.010215
0.18;4.0787e-4;0.050948;0.17371;0.051143;0.17437;3.5684e-5;0;3.5684e-5;0;0.0044574;0.015198;32.941;-106.92;0.9985;0;0;0;0;1172.7;213.51;350.73;6.2819;NaN;62.552;NaN;4.6435e-5;2466.5;381.16;2.8201e-6;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.9487e-7;5.7087;25.595;85;0;NaN;45.077;12.742;1101.4;0.01;0.010472
0.19;0.001197;0.10688;0.23685;0.10729;0.23775;1.0472e-4;0;1.0472e-4;0;0.0093512;0.020722;32.941;-106.92;0.9985;0;0;0;0;1172.5;213.33;350.7;6.2816;NaN;62.55;NaN;9.7417e-5;5174.6;401.76;1.2412e-5;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.0881e-7;5.7087;25.595;85;0;NaN;45.077;12.742;1101.4;0.01;0.010724
0.2;0.0026471;0.18314;0.30001;0.18384;0.30115;2.3159e-4;0;2.3159e-4;0;0.016023;0.026247;32.941;-106.92;0.9985;0;0;0;0;1172.4;213.16;350.67;6.2813;NaN;62.547;NaN;1.6692e-4;8866.2;422.36;3.644e-5;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7.0047e-7;5.7087;25.595;85;0;NaN;45.077;12.742;1101.4;0.01;0.010987
0.21;0.0049613;0.27972;0.36318;0.28078;0.36457;4.3405e-4;0;4.3405e-4;0;0.024472;0.031774;32.941;-106.92;0.9985;0;0;0;0;1172.2;212.98;350.64;6.281;NaN;62.545;NaN;2.5494e-4;13542;442.97;7.7013e-5;1.1668;1.1668;1.0756;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.0699e-6;5.7087;25.595;85;0;NaN;45.077;12.742;1101.4;0.01;0.011243
0.22;0.0083429;0.39662;0.42638;0.39814;0.42801;7.2991e-4;0;7.2991e-4;0;0.0347;0.037303;32.941;-106.92;0.9985;0;0;0;0;1172;212.8;350.61;6.2807;NaN;62.543;NaN;3.6149e-4;19201;463.57;1.3904e-4;1.0477;1.0477;0.95655;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.517e-6;5.7087;25.595;85;0;NaN;45.077;12.742;1101.4;0.01;0.011959
0.23;0.012995;0.53386;0.48959;0.5359;0.49146;0.0011369;0;0.0011369;0;0.046707;0.042834;32.941;-106.92;0.9985;0;0;0;0;1171.8;212.62;350.58;6.2804;NaN;62.541;NaN;4.8657e-4;25846;484.17;2.3113e-4;0.96132;0.96132;0.87013;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.0419e-6;5.7087;25.595;85;0;NaN;45.077;12.742;1101.4;0.01;0.012219
0.24;0.019122;0.69144;0.55283;0.69408;0.55494;0.0016729;0;0.0016729;0;0.060493;0.048366;32.941;-106.92;0.9985;0;0;0;0;1171.7;212.45;350.55;6.2801;NaN;62.539;NaN;6.3019e-4;33475;504.77;3.6109e-4;0.8953;0.8953;0.80411;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.6446e-6;5.7087;25.595;85;0;NaN;45.077;12.742;1101.4;0.01;0.012474
0.25;0.026926;0.86937;0.61608;0.87269;0.61843;0.0023557;0;0.0023557;0;0.07606;0.0539;32.941;-106.92;0.9985;0;0;0;0;1171.5;212.27;350.52;6.2798;NaN;62.537;NaN;7.9236e-4;42089;525.38;5.3744e-4;0.84292;0.84292;0.75173;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.3252e-6;5.7087;25.595;85;0;NaN;45.077;12.742;1101.4;0.01;0.012728
0.26;0.036611;1.0677;0.67935;1.0717;0.68195;0.003203;0;0.003203;0;0.093408;0.059436;32.941;-106.92;0.9985;0;0;0;0;1171.3;212.09;350.49;6.2795;NaN;62.535;NaN;9.7308e-4;51688;545.98;7.6943e-4;0.80016;0.80016;0.70897;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.0836e-6;5.7087;25.595;85;0;NaN;45.077;12.742;1101.4;0.01;0.012978
0.27;0.048381;1.2863;0.74264;1.2912;0.74548;0.0042327;0;0.0042327;0;0.11254;0.064973;32.941;-106.92;0.9985;0;0;0;0;1171.1;211.92;350.46;6.2792;NaN;62.533;NaN;0.0011724;62273;566.58;0.001067;0.76446;0.76446;0.67327;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.9198e-6;5.7087;25.595;85;0;NaN;45.077;12.742;1101.4;0.01;0.013282
0.28;0.062438;1.5253;0.80595;1.5311;0.80903;0.0054627;0;0.0054627;0;0.13345;0.070512;32.941;-106.92;0.9985;0;0;0;0;1170.9;211.74;350.43;6.2789;NaN;62.531;NaN;0.0013902;73844;587.19;0.0014408;0.73412;0.73412;0.64293;0.036813;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.834e-6;5.7087;25.595;85;0;NaN;45.077;12.742;1101.4;0.01;0.016155
# Event LIFTOFF occurred at t=0.29 seconds
0.29;0.078988;1.7847;0.86928;1.7915;0.8726;0.0069106;0;0.0069106;0;0.15614;0.076052;32.941;-106.92;0.9985;0;0;0;0;1170.8;211.56;350.4;6.2786;NaN;62.528;NaN;0.0016266;86401;607.79;0.0019022;0.70794;0.70794;0.61674;0.036813;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6.8261e-6;5.7087;25.595;85;0;NaN;45.077;12.742;1101.4;0.01;0.016416
0.3;0.098234;2.0644;0.93263;2.0723;0.93619;0.0085944;0;0.0085944;0;0.18062;0.081594;32.941;-106.92;0.9985;0;0;0;0;1170.6;211.38;350.37;6.2783;NaN;62.526;NaN;0.0018816;99945;628.39;0.002463;0.68506;0.68506;0.59387;0.036813;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7.8961e-6;5.7087;25.595;85;0;NaN;45.077;12.742;1101.4;0.01;0.01665
0.31;0.12038;2.3646;0.99599;2.3736;0.9998;0.010532;0;0.010532;0;0.20687;0.087138;32.941;-106.92;0.9985;0;0;0;0;1170.4;211.21;350.34;6.278;NaN;62.524;NaN;0.0021551;114475;649;0.003136;0.66487;0.66487;0.57367;0.036813;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9.0441e-6;5.7087;25.595;85;0;NaN;45.077;12.742;1101.4;0.01;0.016809
0.32;0.14563;2.6851;1.0594;2.6954;1.0634;0.012741;0;0.012741;0;0.23492;0.092684;32.941;-106.92;0.9985;0;0;0;0;1170.2;211.03;350.31;6.2777;NaN;62.522;NaN;0.0024473;129993;669.6;0.0039344;0.64687;0.64687;0.55568;0.036814;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.027e-5;5.7087;25.595;85;0;NaN;45.076;12.742;1101.4;0.01;0.016996
0.33;0.17418;3.026;1.1228;3.0376;1.1271;0.015239;0;0.015239;0;0.26474;0.098231;32.941;-106.92;0.9985;0;0;0;0;1170.1;210.85;350.28;6.2774;NaN;62.52;NaN;0.002758;146498;690.2;0.0048721;0.63072;0.63072;0.53952;0.036814;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.1574e-5;5.7087;25.595;85;0;NaN;45.076;12.742;1101.4;0.01;0.017274
0.34;0.20625;3.3874;1.1862;3.4003;1.1907;0.018045;0;0.018045;0;0.29636;0.10378;32.941;-106.92;0.9985;0;0;0;0;1169.9;210.67;350.25;6.2771;NaN;62.518;NaN;0.0030873;163991;710.8;0.0059637;0.61611;0.61611;0.52491;0.036815;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.2956e-5;5.7087;25.595;85;0;NaN;45.076;12.742;1101.4;0.01;0.017517
0.35;0.24203;3.7691;1.2496;3.7835;1.2544;0.021175;0;0.021175;0;0.32975;0.10933;32.941;-106.92;0.9985;0;0;0;0;1169.7;210.5;350.22;6.2768;NaN;62.516;NaN;0.0034352;182472;731.41;0.0072243;0.60282;0.60282;0.51162;0.036815;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.4416e-5;5.7087;25.595;85;0;NaN;45.076;12.742;1101.4;0.01;0.017755
0.36;0.28173;4.1713;1.3131;4.1872;1.3181;0.024649;0;0.024649;0;0.36494;0.11488;32.941;-106.92;0.9985;0;0;0;0;1169.5;210.32;350.19;6.2765;NaN;62.514;NaN;0.0038018;201940;752.01;0.0086697;0.59066;0.59066;0.49947;0.036816;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.5954e-5;5.7087;25.595;85;0;NaN;45.076;12.742;1101.4;0.01;0.017995
0.37;0.32556;4.5938;1.3766;4.6114;1.3818;0.028483;0;0.028483;0;0.40191;0.12044;32.941;-106.92;0.9985;0;0;0;0;1169.3;210.14;350.15;6.2762;NaN;62.512;NaN;0.0041869;222398;772.61;0.010316;0.57949;0.57949;0.48829;0.036817;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.7571e-5;5.7087;25.595;85;0;NaN;45.076;12.742;1101.4;0.01;0.01823
0.38;0.37371;5.0368;1.4401;5.0561;1.4456;0.032696;0;0.032696;0;0.44067;0.12599;32.941;-106.92;0.9985;0;0;0;0;1169.2;209.96;350.12;6.276;NaN;62.509;NaN;0.0045907;243844;793.22;0.012181;0.56918;0.56918;0.47798;0.036818;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.9265e-5;5.7087;25.595;85;0;NaN;45.076;12.742;1101.4;0.01;0.018463
0.39;0.4264;5.5003;1.5036;5.5213;1.5093;0.037305;0;0.037305;0;0.48121;0.13155;32.941;-106.92;0.9985;0;0;0;0;1169;209.79;350.09;6.2757;NaN;62.507;NaN;0.0050131;266280;813.82;0.014282;0.55962;0.55962;0.46842;0.036819;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.1037e-5;5.7087;25.595;85;0;NaN;45.075;12.742;1101.4;0.01;0.018697
0.4;0.48382;5.9841;1.5671;6.007;1.5731;0.042329;0;0.042329;0;0.52354;0.13711;32.941;-106.92;0.9985;0;0;0;0;1168.8;209.61;350.06;6.2754;NaN;62.505;NaN;0.0054541;289704;834.42;0.016637;0.55073;0.55073;0.45953;0.03682;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.2888e-5;5.7087;25.595;85;0;NaN;45.075;12.742;1101.4;0.01;0.018933
0.41;0.54618;6.4885;1.6307;6.5132;1.6369;0.047785;0;0.047785;0;0.56767;0.14267;32.941;-106.92;0.9985;0;0;0;0;1168.6;209.43;350.03;6.2751;NaN;62.503;NaN;0.0059137;314119;855.03;0.019265;0.54244;0.54244;0.45124;0.036821;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.4817e-5;5.7087;25.595;85;0;NaN;45.075;12.742;1101.4;0.01;0.019166
0.42;0.61369;7.0132;1.6943;7.04;1.7007;0.053691;0;0.053691;0;0.61358;0.14823;32.941;-106.92;0.9985;0;0;0;0;1168.5;209.25;350;6.2748;NaN;62.501;NaN;0.006392;339523;875.63;0.022185;0.53468;0.53468;0.44347;0.036823;0.054382;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.6824e-5;5.7087;25.595;85;0;NaN;45.075;12.742;1101.4;0.01;0.01941
0.43;0.68655;7.5584;1.7578;7.5873;1.7646;0.060065;0;0.060065;0;0.66128;0.15379;32.941;-106.92;0.9985;0;0;0;0;1168.3;209.08;349.97;6.2745;NaN;62.499;NaN;0.0068889;365917;896.23;0.025417;0.52739;0.52739;0.43619;0.036825;0.054382;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.8909e-5;5.7087;25.595;85;0;NaN;45.075;12.742;1101.4;0.01;0.019703
0.44;0.76496;8.1241;1.8215;8.1551;1.8284;0.066926;0;0.066926;0;0.71077;0.15936;32.941;-106.92;0.9985;0;0;0;0;1168.1;208.9;349.94;6.2742;NaN;62.497;NaN;0.0074045;393302;916.83;0.028982;0.52054;0.52054;0.42933;0.036827;0.054383;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.1073e-5;5.7087;25.595;85;0;NaN;45.074;12.742;1101.4;0.01;0.019964
0.45;0.84913;8.7103;1.8851;8.7435;1.8923;0.07429;0;0.07429;0;0.76205;0.16492;32.941;-106.92;0.9985;0;0;0;0;1167.9;208.72;349.91;6.2739;NaN;62.495;NaN;0.0079387;421678;937.44;0.032901;0.51408;0.51408;0.42287;0.036829;0.054383;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.3315e-5;5.7087;25.595;85;0;NaN;45.074;12.742;1101.4;0.01;0.020353
0.46;0.93927;9.3169;1.9487;9.3525;1.9562;0.082175;0;0.082175;0;0.81512;0.17049;32.941;-106.92;0.9985;0;0;0;0;1167.8;208.54;349.88;6.2736;NaN;62.493;NaN;0.0084916;451044;958.04;0.037197;0.50797;0.50797;0.41676;0.036831;0.054384;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.5635e-5;5.7087;25.595;85;0;NaN;45.074;12.742;1101.4;0.01;0.02064
0.47;1.0356;9.944;2.0124;9.982;2.0201;0.090601;0;0.090601;0;0.86999;0.17606;32.941;-106.92;0.9985;0;0;0;0;1167.6;208.37;349.85;6.2733;NaN;62.49;NaN;0.0090632;481402;978.64;0.04189;0.50219;0.50219;0.41097;0.036834;0.054384;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8034e-5;5.7087;25.595;85;0;NaN;45.073;12.742;1101.4;0.01;0.020932
0.48;1.1383;10.592;2.0761;10.632;2.084;0.099584;0;0.099584;0;0.92664;0.18163;32.941;-106.92;0.9985;0;0;0;0;1167.4;208.19;349.82;6.273;NaN;62.488;NaN;0.0096534;512751;999.25;0.047004;0.4967;0.4967;0.40548;0.036837;0.054385;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.0511e-5;5.7087;25.595;85;0;NaN;45.073;12.742;1101.4;0.01;0.021203
0.49;1.2475;11.26;2.1398;11.303;2.1479;0.10914;0;0.10914;0;0.98509;0.18721;32.941;-106.92;0.9985;0;0;0;0;1167.2;208.01;349.79;6.2727;NaN;62.486;NaN;0.010262;545092;1019.9;0.052563;0.49149;0.49149;0.40026;0.03684;0.054386;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.3066e-5;5.7087;25.595;85;0;NaN;45.073;12.741;1101.4;0.01;0.021673
0.5;1.3635;11.948;2.2035;11.994;2.2119;0.11929;0;0.11929;0;1.0453;0.19278;32.941;-106.92;0.9985;0;0;0;0;1167;207.83;349.76;6.2724;NaN;62.484;NaN;0.01089;578425;1040.5;0.05859;0.48652;0.48652;0.39529;0.036844;0.054386;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.57e-5;5.7087;25.595;85;0;NaN;45.072;12.741;1101.4;0.01;0.022291
0.51;1.4866;12.657;2.2672;12.706;2.2759;0.13006;0;0.13006;0;1.1074;0.19836;32.941;-106.92;0.9985;0;0;0;0;1166.9;207.66;349.73;6.2721;NaN;62.482;NaN;0.011536;612750;1061.1;0.065111;0.48179;0.48179;0.39056;0.036847;0.054387;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.8412e-5;5.7087;25.595;85;0;NaN;45.072;12.741;1101.4;0.01;0.022845
0.52;1.6168;13.387;2.331;13.438;2.3399;0.14145;0;0.14145;0;1.1712;0.20393;32.941;-106.92;0.9985;0;0;0;0;1166.7;207.48;349.7;6.2718;NaN;62.48;NaN;0.012201;648068;1081.7;0.07215;0.47727;0.47727;0.38603;0.036852;0.054388;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.1202e-5;5.7087;25.595;85;0;NaN;45.071;12.741;1101.4;0.01;0.023028
0.53;1.7544;14.137;2.3947;14.191;2.4039;0.15349;0;0.15349;0;1.2368;0.20951;32.941;-106.92;0.9985;0;0;0;0;1166.5;207.3;349.67;6.2715;NaN;62.478;NaN;0.012885;684379;1102.3;0.079733;0.47295;0.47295;0.38171;0.036856;0.054389;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.4071e-5;5.7087;25.595;85;0;NaN;45.071;12.741;1101.4;0.01;0.025228
0.54;1.8996;14.908;2.4585;14.965;2.4679;0.1662;0;0.1662;0;1.3042;0.21509;32.941;-106.92;0.9985;0;0;0;0;1166.3;207.12;349.64;6.2712;NaN;62.476;NaN;0.013587;721682;1122.9;0.087887;0.46882;0.46882;0.37756;0.036861;0.05439;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.7019e-5;5.7087;25.595;85;0;NaN;45.07;12.741;1101.4;0.01;0.025422
0.55;2.0527;15.699;2.5223;15.759;2.532;0.17959;0;0.17959;0;1.3735;0.22068;32.941;-106.92;0.9985;0;0;0;0;1166.2;206.95;349.61;6.2709;NaN;62.473;NaN;0.014308;759979;1143.5;0.096638;0.46485;0.46485;0.37359;0.036866;0.054391;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6.0045e-5;5.7087;25.595;85;0;NaN;45.07;12.741;1101.4;0.01;0.025547
