# Nominal_3 (Up to date)
# 1062 data points written for 53 variables.
# Simulation warnings:
#   Implantação recuperação do dispositivo a alta velocidade (30,7 m/s)
#
# Tempo (s);Velocidade vertical (ft/s);Aceleração vertical (G);Velocidade total (ft/s);Aceleração total (G);Posição a favor do vento (ft);Posição paralela ao vento (ft);Distância lateral (ft);Direção lateral (°);Velocidade lateral (ft/s);Aceleração lateral (G);Latitude (°);Longitude (°);Aceleração gravitacional (G);Ângulo de ataque (°);Taxa de rotação (°/s);Taxa de arremesso (°/s);Taxa de guinada (°/s);Massa. (oz);Massa do propelente (oz);Momento de inércia longitudinal (lb·ft²);Momento de inércia de rotação (lb·ft²);Localização do CP (in);Localização do CG (in);Calibres da margem de estabilidade (?);Número de Mach (?);Número de Reynolds (?);Impulso (N);Força de arrasto (N);Coeficiente de arrasto (?);Coeficiente de arrasto axial (?);Coeficiente de arrasto de atrito (?);Coeficiente de arrasto de pressão (?);Coeficiente de arrasto de base (?);Coeficiente de força normal (?);Coeficiente de momento de Pitch (?);Guinada coeficiente de momento (?);Coeficiente de força lateral (?);Coeficiente do momento de rotação (?);Coeficiente forçado de rotação (?);Coeficiente de amortecimento de rotação (?);Coeficiente de arremesso de amortecimento (?);Aceleração de Coriolis (G);Comprimento de referência (in);Área de referência (in²);Orientação vertical (zênite) (°);Orientação lateral (azimute) (°);Velocidade do vento (ft/s);Temperatura do ar (°F);Pressão do ar (psi);Velocidade do som (ft/s);Passo de tempo de simulação (s);Tempo de computação (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
10.821;670.58;-1.3392;674.03;1.3397;484.64;0.22717;484.64;0.026857;68.073;0.036918;32.941;-106.92;0.99796;8.9382e-4;0;-0.24283;-0.026816;962.94;3.7315;311.28;5.9297;79.9;59.524;3.5692;0.62469;28190759;83.374;175.12;0.54833;0.54833;0.29458;0.17639;0.077369;2.1209e-4;6.0166e-4;-1.9042e-4;0;0;0;0;-1.2353e-6;0.0025695;5.7087;25.595;84.203;0.045933;NaN;24.79;10.269;1079;0.05;0.1156
10.871;668.43;-1.3385;671.88;1.339;488.04;0.22987;488.04;0.026987;68.014;0.037301;32.941;-106.92;0.99796;6.4575e-4;0;0.17368;0.17023;962.86;3.6522;311.26;5.9296;79.888;59.523;3.5674;0.62278;28076364;81.859;173.43;0.54709;0.54709;0.29465;0.17521;0.077228;1.531e-4;3.4414e-4;-2.2914e-4;0;0;0;0;6.3599e-7;0.0025613;5.7087;25.595;84.191;0.04119;NaN;24.671;10.256;1078.8;0.05;0.11578
10.921;666.28;-1.3379;669.74;1.3384;491.44;0.23257;491.44;0.027115;67.954;0.037627;32.941;-106.92;0.99795;0.0017838;0;0.22973;0.10432;962.78;3.5783;311.24;5.9294;79.875;59.522;3.5654;0.62087;27962225;80.343;171.75;0.54585;0.54585;0.29472;0.17404;0.077088;4.2259e-4;0.0017027;2.9197e-4;0;0;0;0;1.1199e-6;0.0025532;5.7087;25.595;84.178;0.038427;NaN;24.552;10.242;1078.7;0.05;0.11593
10.971;664.14;-1.3374;667.6;1.3379;494.83;0.23527;494.83;0.027241;67.894;0.037798;32.941;-106.92;0.99795;0.0023238;0;0.25527;0.08064;962.71;3.5044;311.23;5.9293;79.863;59.52;3.5634;0.61896;27848336;78.827;170.09;0.54463;0.54463;0.29479;0.17289;0.076949;5.5012e-4;0.0018988;-3.3739e-4;0;0;0;0;1.3916e-6;0.002545;5.7087;25.595;84.165;0.038446;NaN;24.433;10.229;1078.6;0.05;0.11616
11.021;661.99;-1.3369;665.46;1.3374;498.23;0.23796;498.23;0.027365;67.834;0.037757;32.941;-106.92;0.99795;0.002038;0;0.27947;0.057596;962.64;3.4306;311.21;5.9292;79.851;59.519;3.5616;0.61705;27734694;77.312;168.44;0.54341;0.54341;0.29487;0.17174;0.07681;4.8207e-4;0.001549;4.0235e-4;0;0;0;0;1.6786e-6;0.0025369;5.7087;25.595;84.151;0.040854;NaN;24.315;10.215;1078.5;0.05;0.11642
11.071;659.84;-1.3365;663.32;1.337;501.62;0.24066;501.62;0.027488;67.774;0.037567;32.941;-106.92;0.99794;0.0011595;0;0.29626;-0.016755;962.56;3.3567;311.2;5.9291;79.84;59.518;3.5599;0.61514;27621295;75.796;166.81;0.54221;0.54221;0.29494;0.1706;0.076671;2.7407e-4;0.0014115;2.1168e-4;0;0;0;0;1.8986e-6;0.0025288;5.7087;25.595;84.137;0.045845;NaN;24.197;10.202;1078.3;0.05;0.11668
11.121;657.7;-1.3362;661.18;1.3367;505;0.24336;505;0.027611;67.714;0.037285;32.941;-106.92;0.99794;5.7312e-4;0;-0.039131;-0.30112;962.49;3.2828;311.18;5.9289;79.829;59.517;3.5582;0.61323;27508133;74.28;165.2;0.54101;0.54101;0.29501;0.16947;0.076533;1.3535e-4;4.4922e-4;3.6928e-5;0;0;0;0;-3.3339e-8;0.0025206;5.7087;25.595;84.122;0.051523;NaN;24.08;10.189;1078.2;0.05;0.11694
11.171;655.55;-1.3359;659.04;1.3364;508.39;0.24609;508.39;0.027735;67.655;0.037048;32.941;-106.92;0.99794;0.001437;0;-0.23801;-0.17798;962.42;3.2089;311.17;5.9288;79.817;59.515;3.5563;0.61132;27395205;72.765;163.59;0.53983;0.53983;0.29508;0.16835;0.076395;3.3913e-4;0.0011223;-4.4947e-4;0;0;0;0;-1.2414e-6;0.0025125;5.7087;25.595;84.107;0.054981;NaN;23.963;10.176;1078.1;0.05;0.1172
11.221;653.41;-1.3357;656.9;1.3362;511.77;0.24885;511.77;0.02786;67.596;0.036978;32.941;-106.92;0.99793;0.0018564;0;-0.24858;-0.1395;962.34;3.1351;311.15;5.9287;79.805;59.514;3.5544;0.6094;27283331;71.249;162.01;0.53865;0.53865;0.29515;0.16724;0.076257;4.3777e-4;0.0018537;-3.5071e-4;0;0;0;0;-1.3629e-6;0.0025044;5.7087;25.595;84.092;0.05579;NaN;23.846;10.163;1077.9;0.05;0.11746
11.271;651.27;-1.3354;654.76;1.3359;515.15;0.25164;515.15;0.027987;67.536;0.037096;32.941;-106.92;0.99793;0.0015141;0;-0.24159;-0.12595;962.27;3.0612;311.14;5.9286;79.794;59.513;3.5527;0.60749;27172626;69.766;160.45;0.53748;0.53748;0.29523;0.16613;0.07612;3.5678e-4;9.5487e-4;-2.6905e-4;0;0;0;0;-1.2957e-6;0.0024962;5.7087;25.595;84.078;0.053993;NaN;23.73;10.15;1077.8;0.05;0.11772
11.321;649.12;-1.3341;652.62;1.3347;518.52;0.25445;518.52;0.028116;67.477;0.037255;32.941;-106.92;0.99793;6.0314e-4;0;-0.23313;-0.12612;962.2;2.9903;311.12;5.9284;79.783;59.511;3.551;0.60558;27062133;68.551;158.9;0.53632;0.53632;0.2953;0.16504;0.075984;1.4201e-4;9.553e-4;-1.3347e-4;0;0;0;0;-1.2145e-6;0.0024881;5.7087;25.595;84.065;0.050535;NaN;23.614;10.138;1077.7;0.05;0.11797
11.371;646.98;-1.3327;650.48;1.3332;521.9;0.25728;521.9;0.028245;67.417;0.037466;32.941;-106.92;0.99792;6.1236e-4;0;0.24273;0.104;962.13;2.9263;311.11;5.9283;79.771;59.51;3.5492;0.60367;26951915;67.395;157.37;0.53517;0.53517;0.29537;0.16395;0.075847;1.4408e-4;3.4301e-4;1.5758e-4;0;0;0;0;1.3253e-6;0.00248;5.7087;25.595;84.052;0.046047;NaN;23.498;10.125;1077.5;0.05;0.11822
11.421;644.84;-1.3314;648.35;1.3319;525.26;0.26011;525.26;0.028373;67.357;0.037649;32.941;-106.92;0.99792;0.0016939;0;0.24679;0.10942;962.07;2.8663;311.09;5.9282;79.759;59.509;3.5473;0.60176;26841982;66.24;155.85;0.53402;0.53402;0.29544;0.16287;0.075712;3.9827e-4;0.0012296;-1.4454e-4;0;0;0;0;1.379e-6;0.0024719;5.7087;25.595;84.038;0.041965;NaN;23.383;10.113;1077.4;0.05;0.11849
11.471;642.7;-1.3301;646.22;1.3306;528.63;0.26294;528.63;0.028499;67.297;0.037718;32.941;-106.92;0.99792;0.0022616;0;0.26178;0.11063;962.01;2.8063;311.08;5.9281;79.748;59.508;3.5454;0.59985;26732331;65.084;154.35;0.53289;0.53289;0.29551;0.16181;0.075577;5.3135e-4;0.0017927;4.9457e-5;0;0;0;0;1.562e-6;0.0024638;5.7087;25.595;84.024;0.039882;NaN;23.268;10.1;1077.3;0.05;0.11876
11.521;640.57;-1.3288;644.09;1.3294;531.99;0.26577;531.99;0.028624;67.237;0.03762;32.941;-106.92;0.99791;0.0020691;0;0.28163;0.10571;961.95;2.7463;311.07;5.928;79.737;59.507;3.5437;0.59795;26622956;63.929;152.86;0.53177;0.53177;0.29558;0.16075;0.075442;4.8575e-4;0.0019784;1.8659e-6;0;0;0;0;1.8198e-6;0.0024557;5.7087;25.595;84.01;0.040847;NaN;23.154;10.088;1077.2;0.05;0.12582
11.571;638.43;-1.3277;641.96;1.3282;535.35;0.2686;535.35;0.028746;67.177;0.037355;32.941;-106.92;0.99791;0.0011041;0;0.30014;0.095297;961.89;2.6863;311.06;5.9279;79.726;59.506;3.542;0.59604;26513854;62.773;151.38;0.53065;0.53065;0.29565;0.1597;0.075308;2.59e-4;6.9458e-4;4.3782e-4;0;0;0;0;2.0805e-6;0.0024476;5.7087;25.595;83.994;0.044655;NaN;23.04;10.076;1077;0.05;0.12602
11.621;636.3;-1.3266;639.83;1.3271;538.71;0.27142;538.71;0.028868;67.117;0.037032;32.941;-106.92;0.99791;2.055e-4;0;0;0;961.83;2.6263;311.04;5.9278;79.716;59.505;3.5404;0.59413;26405021;61.618;149.92;0.52955;0.52955;0.29572;0.15866;0.075175;4.8172e-5;3.5234e-4;3.5986e-4;0;0;0;0;0;0.0024395;5.7087;25.595;83.979;0.049973;NaN;22.926;10.064;1076.9;0.05;0.12617
11.671;634.17;-1.3255;637.71;1.326;542.07;0.27426;542.07;0.028989;67.058;0.036749;32.941;-106.92;0.99791;0.0012732;0;-0.28831;-0.12597;961.77;2.5664;311.03;5.9277;79.704;59.504;3.5385;0.59223;26296452;60.462;148.47;0.52845;0.52845;0.29579;0.15762;0.075042;2.9824e-4;0.0011268;2.0242e-4;0;0;0;0;-1.9454e-6;0.0024314;5.7087;25.595;83.963;0.053774;NaN;22.813;10.051;1076.8;0.05;0.12632
11.721;632.05;-1.3245;635.59;1.325;545.42;0.27713;545.42;0.029112;67;0.036594;32.941;-106.92;0.9979;0.0017926;0;-0.28488;-0.10247;961.71;2.5064;311.02;5.9276;79.693;59.503;3.5367;0.59033;26188145;59.307;147.04;0.52736;0.52736;0.29586;0.1566;0.074909;4.1963e-4;0.0010003;3.929e-4;0;0;0;0;-1.9122e-6;0.0024234;5.7087;25.595;83.947;0.054801;NaN;22.7;10.039;1076.7;0.05;0.12658
11.771;629.92;-1.3235;633.47;1.324;548.77;0.28001;548.77;0.029235;66.941;0.036604;32.941;-106.92;0.9979;0.0015816;0;-0.28573;-0.0605;961.65;2.4464;311.01;5.9275;79.682;59.502;3.5351;0.58843;2.608e7;58.151;145.62;0.52629;0.52629;0.29592;0.15558;0.074777;3.6997e-4;0.0010815;-3.6176e-4;0;0;0;0;-1.9364e-6;0.0024153;5.7087;25.595;83.932;0.052207;NaN;22.588;10.027;1076.5;0.05;0.12683
11.821;627.79;-1.3226;631.35;1.3231;552.11;0.28291;552.11;0.029359;66.883;0.036752;32.941;-106.92;0.9979;8.6121e-4;0;-0.27969;0.044996;961.59;2.3864;310.99;5.9274;79.672;59.501;3.5335;0.58653;25972297;56.996;144.21;0.52522;0.52522;0.29599;0.15458;0.074645;2.0131e-4;7.5802e-4;4.9778e-4;0;0;0;0;-1.8679e-6;0.0024073;5.7087;25.595;83.918;0.048265;NaN;22.475;10.015;1076.4;0.05;0.12708
11.871;625.67;-1.3216;629.23;1.3221;555.45;0.28582;555.45;0.029483;66.824;0.036982;32.941;-106.92;0.99789;6.0907e-4;0;0.10931;0.25764;961.53;2.3264;310.98;5.9273;79.662;59.5;3.5318;0.58463;25864749;55.863;142.82;0.52415;0.52415;0.29606;0.15358;0.074514;1.4227e-4;9.5949e-4;6.2639e-5;0;0;0;0;2.8724e-7;0.0023992;5.7087;25.595;83.904;0.044653;NaN;22.364;10.003;1076.3;0.05;0.12733
11.921;623.55;-1.32;627.11;1.3205;558.79;0.28873;558.79;0.029605;66.764;0.037139;32.941;-106.92;0.99789;0.0015028;0;0.25496;0.13041;961.48;2.2688;310.97;5.9272;79.65;59.499;3.53;0.58273;25757453;54.913;141.44;0.5231;0.5231;0.29613;0.15259;0.074384;3.508e-4;8.8193e-4;-1.8444e-4;0;0;0;0;1.5732e-6;0.0023912;5.7087;25.595;83.89;0.043463;NaN;22.252;9.9909;1076.2;0.05;0.12751
11.971;621.43;-1.3182;625;1.3188;562.13;0.29164;562.13;0.029725;66.705;0.037189;32.941;-106.92;0.99789;0.0021113;0;0.28691;0.080221;961.42;2.2166;310.96;5.9271;79.639;59.498;3.5282;0.58083;2.565e7;54.004;140.07;0.52205;0.52205;0.2962;0.1516;0.074254;4.9248e-4;0.001364;-4.0722e-5;0;0;0;0;2.0057e-6;0.0023831;5.7087;25.595;83.875;0.044375;NaN;22.141;9.979;1076;0.05;0.12765
12.021;619.31;-1.3166;622.89;1.3171;565.46;0.29454;565.46;0.029845;66.645;0.037099;32.941;-106.92;0.99788;0.002108;0;0.31115;0.042078;961.37;2.1676;310.95;5.9271;79.629;59.497;3.5266;0.57893;25543745;53.095;138.71;0.52102;0.52102;0.29626;0.15063;0.074124;4.9138e-4;0.0016024;-1.7438e-4;0;0;0;0;2.375e-6;0.0023751;5.7087;25.595;83.86;0.046938;NaN;22.031;9.967;1075.9;0.05;0.1278
12.071;617.2;-1.315;620.78;1.3155;568.8;0.29745;568.8;0.029963;66.586;0.036878;32.941;-106.92;0.99788;0.001532;0;0.32517;-0.010797;961.33;2.1186;310.94;5.927;79.619;59.496;3.525;0.57704;25437335;52.186;137.37;0.51999;0.51999;0.29633;0.14966;0.073995;3.5686e-4;9.5108e-4;1.3894e-4;0;0;0;0;2.6114e-6;0.0023671;5.7087;25.595;83.844;0.050316;NaN;21.921;9.9552;1075.8;0.05;0.12795
12.121;615.09;-1.3135;618.67;1.314;572.12;0.30038;572.12;0.030082;66.527;0.036579;32.941;-106.92;0.99788;7e-4;0;0.28093;-0.18045;961.28;2.0696;310.93;5.9269;79.609;59.495;3.5235;0.57515;25331218;51.277;136.04;0.51897;0.51897;0.2964;0.1487;0.073867;1.6294e-4;0.0010185;2.2418e-4;0;0;0;0;1.9625e-6;0.0023591;5.7087;25.595;83.828;0.053881;NaN;21.811;9.9433;1075.7;0.05;0.12809
12.171;612.98;-1.312;616.57;1.3125;575.45;0.30332;575.45;0.0302;66.469;0.036248;32.941;-106.92;0.99788;7.7436e-4;0;-0.23146;-0.24493;961.23;2.0206;310.92;5.9268;79.599;59.494;3.5218;0.57325;25225388;50.368;134.73;0.51796;0.51796;0.29647;0.14775;0.073739;1.8013e-4;7.2181e-4;4.6547e-4;0;0;0;0;-1.3413e-6;0.0023511;5.7087;25.595;83.811;0.056129;NaN;21.701;9.9315;1075.6;0.05;0.12823
12.221;610.87;-1.3105;614.47;1.311;578.77;0.30628;578.77;0.03032;66.411;0.035966;32.941;-106.92;0.99787;0.0015727;0;-0.30854;-0.1243;961.18;1.9716;310.91;5.9267;79.588;59.493;3.5201;0.57137;2.512e7;49.46;133.42;0.51695;0.51695;0.29653;0.14681;0.073611;3.656e-4;0.0014037;-4.1105e-4;0;0;0;0;-2.3997e-6;0.0023431;5.7087;25.595;83.794;0.056686;NaN;21.592;9.9198;1075.4;0.05;0.12839
12.271;608.77;-1.3091;612.37;1.3096;582.09;0.30926;582.09;0.030441;66.354;0.03581;32.941;-106.92;0.99787;0.0019014;0;-0.31047;-0.078778;961.13;1.9226;310.9;5.9267;79.578;59.493;3.5184;0.56948;25014576;48.551;132.13;0.51596;0.51596;0.2966;0.14587;0.073484;4.4172e-4;0.0015348;-4.1287e-4;0;0;0;0;-2.4464e-6;0.0023352;5.7087;25.595;83.778;0.055786;NaN;21.483;9.9081;1075.3;0.05;0.12858
12.321;606.67;-1.3077;610.28;1.3082;585.41;0.31226;585.41;0.030562;66.297;0.035813;32.941;-106.92;0.99787;0.0015357;0;-0.30586;-0.042687;961.08;1.8736;310.89;5.9266;79.568;59.492;3.5168;0.56759;2.491e7;47.642;130.85;0.51497;0.51497;0.29666;0.14495;0.073358;3.5651e-4;0.00164;3.3395e-4;0;0;0;0;-2.3907e-6;0.0023272;5.7087;25.595;83.762;0.05373;NaN;21.375;9.8964;1075.2;0.05;0.12873
12.371;604.57;-1.3063;608.18;1.3068;588.72;0.31527;588.72;0.030683;66.239;0.035932;32.941;-106.92;0.99786;6.542e-4;0;-0.29639;0.055998;961.03;1.8246;310.88;5.9265;79.559;59.491;3.5154;0.56571;24804870;46.748;129.59;0.51399;0.51399;0.29673;0.14403;0.073232;1.5177e-4;7.0387e-4;2.3179e-4;0;0;0;0;-2.2605e-6;0.0023192;5.7087;25.595;83.747;0.051007;NaN;21.267;9.8848;1075.1;0.05;0.12889
12.421;602.47;-1.3045;606.09;1.305;592.03;0.3183;592.03;0.030804;66.182;0.036065;32.941;-106.92;0.99786;6.9777e-4;0;0.23264;0.18818;960.98;1.7774;310.87;5.9264;79.549;59.49;3.5138;0.56382;2.47e7;45.98;128.33;0.51302;0.51302;0.29679;0.14311;0.073107;1.6177e-4;2.0877e-4;4.3973e-4;0;0;0;0;1.4022e-6;0.0023113;5.7087;25.595;83.732;0.048448;NaN;21.159;9.8732;1075;0.05;0.12904
12.471;600.37;-1.3026;604;1.3031;595.34;0.32132;595.34;0.030924;66.124;0.036172;32.941;-106.92;0.99786;0.0017592;0;0.2923;0.096599;960.94;1.7345;310.86;5.9263;79.538;59.489;3.5121;0.56194;24596284;45.24;127.09;0.51205;0.51205;0.29686;0.14221;0.072982;4.076e-4;9.919e-4;-4.9068e-4;0;0;0;0;2.229e-6;0.0023034;5.7087;25.595;83.717;0.047368;NaN;21.052;9.8616;1074.8;0.05;0.12918
12.521;598.28;-1.3008;601.92;1.3013;598.64;0.32435;598.64;0.031043;66.066;0.036177;32.941;-106.92;0.99786;0.0023387;0;0.31563;0.055454;960.9;1.6941;310.85;5.9263;79.528;59.489;3.5104;0.56006;24492446;44.499;125.86;0.51109;0.51109;0.29692;0.14131;0.072858;5.4151e-4;0.0020487;4.7909e-4;0;0;0;0;2.6171e-6;0.0022954;5.7087;25.595;83.701;0.048547;NaN;20.945;9.8501;1074.7;0.05;0.12933
12.571;596.19;-1.299;599.83;1.2995;601.94;0.32738;601.94;0.031162;66.008;0.036054;32.941;-106.92;0.99785;0.0022937;0;0.33617;0.017101;960.86;1.6537;310.84;5.9262;79.518;59.488;3.5088;0.55819;24388907;43.759;124.64;0.51015;0.51015;0.29699;0.14042;0.072734;5.3075e-4;0.0016619;-2.3149e-4;0;0;0;0;2.9895e-6;0.0022875;5.7087;25.595;83.684;0.051204;NaN;20.839;9.8387;1074.6;0.05;0.12948
12.621;594.11;-1.2973;597.76;1.2977;605.24;0.33042;605.24;0.03128;65.95;0.035816;32.941;-106.92;0.99785;0.0016967;0;0.34574;-0.040494;960.82;1.6133;310.83;5.9261;79.509;59.487;3.5074;0.55631;24285665;43.019;123.43;0.50921;0.50921;0.29705;0.13954;0.072611;3.9234e-4;0.0017947;4.1471e-4;0;0;0;0;3.1842e-6;0.0022796;5.7087;25.595;83.667;0.054356;NaN;20.733;9.8272;1074.5;0.05;0.12963
12.671;592.02;-1.2956;595.68;1.2961;608.54;0.33347;608.54;0.031398;65.893;0.035503;32.941;-106.92;0.99785;8.4308e-4;0;0.28518;-0.21382;960.78;1.5729;310.82;5.9261;79.501;59.486;3.5059;0.55444;24182716;42.278;122.23;0.50827;0.50827;0.29712;0.13867;0.072489;1.9483e-4;1.9532e-4;4.8179e-4;0;0;0;0;2.1816e-6;0.0022717;5.7087;25.595;83.65;0.057694;NaN;20.627;9.8158;1074.4;0.05;0.12988
12.721;589.94;-1.294;593.6;1.2944;611.83;0.33654;611.83;0.031516;65.836;0.035179;32.941;-106.92;0.99784;8.2569e-4;0;-0.18154;-0.30917;960.74;1.5325;310.81;5.926;79.491;59.486;3.5044;0.55257;2.408e7;41.538;121.05;0.50735;0.50735;0.29718;0.1378;0.072367;1.9069e-4;0.0011407;-2.9941e-4;0;0;0;0;-8.9019e-7;0.0022639;5.7087;25.595;83.632;0.060094;NaN;20.522;9.8045;1074.3;0.05;0.13014
12.771;587.86;-1.2924;591.53;1.2928;615.12;0.33964;615.12;0.031636;65.78;0.034905;32.941;-106.92;0.99784;0.0014813;0;-0.30964;-0.17096;960.7;1.4921;310.81;5.9259;79.481;59.485;3.5028;0.5507;23977683;40.798;119.88;0.50643;0.50643;0.29724;0.13694;0.072245;3.4188e-4;8.9099e-4;-3.374e-4;0;0;0;0;-2.608e-6;0.002256;5.7087;25.595;83.614;0.060489;NaN;20.417;9.7932;1074.1;0.05;0.1305
12.821;585.79;-1.2908;589.46;1.2913;618.41;0.34275;618.41;0.031756;65.725;0.034727;32.941;-106.92;0.99784;0.0018078;0;-0.32882;-0.10529;960.66;1.4517;310.8;5.9259;79.472;59.484;3.5013;0.54883;23875593;40.057;118.71;0.50552;0.50552;0.29731;0.13609;0.072124;4.1699e-4;0.0019143;1.4205e-4;0;0;0;0;-2.9617e-6;0.0022481;5.7087;25.595;83.597;0.059172;NaN;20.312;9.7819;1074;0.05;0.1308
12.871;583.72;-1.2893;587.4;1.2897;621.69;0.34589;621.69;0.031877;65.669;0.034674;32.941;-106.92;0.99784;0.001556;0;-0.33275;-0.040204;960.62;1.4113;310.79;5.9258;79.463;59.484;3.4998;0.54697;23773782;39.317;117.56;0.50461;0.50461;0.29737;0.13524;0.072004;3.5869e-4;9.5856e-4;3.2874e-4;0;0;0;0;-3.0543e-6;0.0022403;5.7087;25.595;83.58;0.056226;NaN;20.208;9.7707;1073.9;0.05;0.13106
12.921;581.64;-1.2878;585.33;1.2882;624.98;0.34903;624.98;0.031998;65.614;0.034718;32.941;-106.92;0.99783;9.0295e-4;0;-0.322;0.063161;960.58;1.3709;310.78;5.9257;79.454;59.483;3.4984;0.54511;23672247;38.577;116.42;0.50371;0.50371;0.29743;0.1344;0.071884;2.0801e-4;8.9141e-4;8.1137e-5;0;0;0;0;-2.8802e-6;0.0022324;5.7087;25.595;83.563;0.053335;NaN;20.104;9.7595;1073.8;0.05;0.13132
12.971;579.58;-1.2863;583.27;1.2867;628.26;0.35219;628.26;0.032119;65.558;0.034824;32.941;-106.92;0.99783;5.1115e-4;0;0.074101;0.31754;960.54;1.3305;310.77;5.9257;79.445;59.482;3.497;0.54324;23570985;37.847;115.29;0.50282;0.50282;0.29749;0.13357;0.071765;1.1768e-4;8.3656e-4;4.8649e-4;0;0;0;0;1.5362e-7;0.0022246;5.7087;25.595;83.547;0.050759;NaN;20;9.7483;1073.7;0.05;0.13161
13.021;577.51;-1.2844;581.21;1.2849;631.53;0.35534;631.53;0.032239;65.502;0.034909;32.941;-106.92;0.99783;0.0013593;0;0.2912;0.15179;960.5;1.2916;310.76;5.9256;79.436;59.481;3.4954;0.54138;2.347e7;37.206;114.17;0.50194;0.50194;0.29755;0.13274;0.071646;3.1277e-4;0.0010282;3.2042e-4;0;0;0;0;2.3891e-6;0.0022168;5.7087;25.595;83.53;0.049726;NaN;19.897;9.7372;1073.6;0.05;0.13183
13.071;575.45;-1.2826;579.16;1.2831;634.81;0.3585;634.81;0.032357;65.446;0.034946;32.941;-106.92;0.99782;0.0021618;0;0.32589;0.08994;960.46;1.2563;310.76;5.9255;79.426;59.481;3.4939;0.53953;23369296;36.585;113.06;0.50106;0.50106;0.29762;0.13192;0.071528;4.971e-4;0.001764;1.695e-4;0;0;0;0;3.0136e-6;0.002209;5.7087;25.595;83.514;0.050094;NaN;19.794;9.7261;1073.5;0.05;0.13198
13.121;573.39;-1.2808;577.1;1.2813;638.08;0.36166;638.08;0.032475;65.39;0.034895;32.941;-106.92;0.99782;0.0025091;0;0.34759;0.044115;960.43;1.2231;310.75;5.9255;79.417;59.48;3.4923;0.53767;23268890;35.964;111.97;0.50019;0.50019;0.29768;0.13111;0.07141;5.7663e-4;0.0024361;3.6634e-4;0;0;0;0;3.4528e-6;0.0022012;5.7087;25.595;83.496;0.052184;NaN;19.692;9.7151;1073.3;0.05;0.13213
13.171;571.33;-1.2791;575.05;1.2796;641.35;0.36483;641.35;0.032593;65.334;0.034736;32.941;-106.92;0.99782;0.0022795;0;0.36531;-0.018222;960.4;1.19;310.74;5.9254;79.408;59.48;3.4909;0.53582;23168773;35.343;110.88;0.49933;0.49933;0.29774;0.1303;0.071293;5.2354e-4;0.0016812;-2.4403e-5;0;0;0;0;3.841e-6;0.0021934;5.7087;25.595;83.479;0.056085;NaN;19.59;9.7041;1073.2;0.05;0.13228
13.221;569.28;-1.2774;573.01;1.2779;644.61;0.36801;644.61;0.03271;65.279;0.034487;32.941;-106.92;0.99782;0.0016288;0;0.3564;-0.11883;960.36;1.1568;310.73;5.9254;79.4;59.479;3.4896;0.53396;23068942;34.722;109.8;0.49848;0.49848;0.2978;0.1295;0.071176;3.7387e-4;0.0010276;4.4009e-4;0;0;0;0;3.6822e-6;0.0021856;5.7087;25.595;83.46;0.060108;NaN;19.488;9.6932;1073.1;0.05;0.13252
13.271;567.22;-1.2758;570.96;1.2762;647.87;0.3712;647.87;0.032828;65.224;0.034194;32.941;-106.92;0.99781;0.0010179;0;0.20581;-0.32152;960.33;1.1236;310.73;5.9253;79.392;59.478;3.4883;0.53211;22969393;34.101;108.73;0.49763;0.49763;0.29786;0.12871;0.07106;2.335e-4;7.6541e-4;-3.082e-4;0;0;0;0;1.2366e-6;0.0021778;5.7087;25.595;83.441;0.063714;NaN;19.387;9.6823;1073;0.05;0.13563
13.321;565.17;-1.2741;568.92;1.2746;651.13;0.37442;651.13;0.032946;65.169;0.033918;32.941;-106.92;0.99781;0.001107;0;-0.1329;-0.35573;960.3;1.0904;310.72;5.9253;79.383;59.478;3.4869;0.53027;2.287e7;33.48;107.68;0.49678;0.49678;0.29792;0.12792;0.070944;2.5378e-4;0.0013087;-2.1387e-4;0;0;0;0;-5.1938e-7;0.0021701;5.7087;25.595;83.422;0.065858;NaN;19.286;9.6714;1072.9;0.05;0.13594
13.371;563.13;-1.2726;566.88;1.273;654.39;0.37766;654.39;0.033066;65.115;0.033708;32.941;-106.92;0.99781;0.0013804;0;-0.26494;-0.26382;960.26;1.0572;310.71;5.9252;79.375;59.477;3.4854;0.52842;22771133;32.859;106.63;0.49595;0.49595;0.29798;0.12714;0.070829;3.1628e-4;8.2122e-4;4.0141e-4;0;0;0;0;-2.0789e-6;0.0021623;5.7087;25.595;83.403;0.065683;NaN;19.185;9.6605;1072.8;0.05;0.13624
13.421;561.08;-1.271;564.84;1.2715;657.64;0.38092;657.64;0.033187;65.061;0.033574;32.941;-106.92;0.99781;0.0013653;0;-0.3193;-0.18612;960.23;1.024;310.71;5.9251;79.366;59.477;3.4841;0.52658;22672414;32.238;105.59;0.49512;0.49512;0.29804;0.12636;0.070714;3.1264e-4;0.00108;-2.5685e-4;0;0;0;0;-3.0414e-6;0.0021546;5.7087;25.595;83.385;0.063488;NaN;19.085;9.6497;1072.7;0.05;0.13652
